BonusID,EmployeeID,BonusAmount,BonusDate,BonusDescription
3668,3668,1652.15,2023-10-15,Holiday bonus.
3669,3669,609.81,2024-01-19,Year-end performance bonus.
3670,3670,994.71,2023-12-01,Employee of the month bonus.
3671,3671,1056.27,2023-06-08,Employee of the month bonus.
3672,3672,824.59,2023-12-25,Employee of the month bonus.
3673,3673,1763.49,2023-12-31,Year-end performance bonus.
3674,3674,1672.69,2024-05-01,Sales target achievement bonus.
3675,3675,1440.56,2023-12-05,Sales target achievement bonus.
3676,3676,1425.06,2024-04-26,Holiday bonus.
3677,3677,1459.57,2024-02-25,Holiday bonus.
3678,3678,1597.71,2024-04-13,Holiday bonus.
3679,3679,1417.13,2024-01-22,Sales target achievement bonus.
3680,3680,887.31,2023-09-16,Project completion bonus.
3681,3681,676.44,2023-12-20,Holiday bonus.
3682,3682,1934.58,2023-10-02,Project completion bonus.
3683,3683,755.21,2024-02-21,Employee of the month bonus.
3684,3684,1230.88,2023-07-16,Project completion bonus.
3685,3685,1617.01,2023-08-17,Sales target achievement bonus.
3686,3686,1324.46,2023-07-16,Employee of the month bonus.
3687,3687,1411.71,2024-02-25,Holiday bonus.
3688,3688,552.8,2023-07-02,Employee of the month bonus.
3689,3689,641.7,2023-09-08,Project completion bonus.
3690,3690,988.28,2023-07-20,Employee of the month bonus.
3691,3691,772.69,2024-01-30,Employee of the month bonus.
3692,3692,1463.93,2023-10-27,Sales target achievement bonus.
3693,3693,592.29,2024-04-15,Year-end performance bonus.
3694,3694,1837.6,2023-07-14,Project completion bonus.
3695,3695,1405.15,2023-06-03,Employee of the month bonus.
3696,3696,982.33,2023-10-28,Project completion bonus.
3697,3697,1400.09,2023-08-23,Project completion bonus.
3698,3698,1613.74,2023-11-02,Project completion bonus.
3699,3699,580.98,2024-03-23,Holiday bonus.
3700,3700,1692.55,2024-04-27,Sales target achievement bonus.
3701,3701,1808.18,2023-12-06,Employee of the month bonus.
3702,3702,577.03,2023-07-27,Year-end performance bonus.
3703,3703,1175.03,2023-07-19,Project completion bonus.
3704,3704,1637.95,2023-07-31,Employee of the month bonus.
3705,3705,750.81,2024-05-07,Project completion bonus.
3706,3706,1469.7,2023-10-11,Holiday bonus.
3707,3707,521.71,2023-10-23,Employee of the month bonus.
3708,3708,1320.1,2024-03-10,Sales target achievement bonus.
3709,3709,611.97,2024-05-04,Project completion bonus.
3710,3710,1597.56,2024-04-12,Employee of the month bonus.
3711,3711,999.79,2023-05-24,Year-end performance bonus.
3712,3712,1257.34,2023-10-26,Project completion bonus.
3713,3713,582.62,2023-12-20,Year-end performance bonus.
3714,3714,1763.46,2024-02-16,Holiday bonus.
3715,3715,1813.62,2024-04-20,Employee of the month bonus.
3716,3716,1612.04,2023-10-11,Year-end performance bonus.
3717,3717,616.07,2023-07-26,Employee of the month bonus.
3718,3718,896.29,2023-06-10,Sales target achievement bonus.
3719,3719,537.12,2023-10-23,Project completion bonus.
3720,3720,556.06,2023-09-15,Holiday bonus.
3721,3721,825.18,2023-10-04,Sales target achievement bonus.
3722,3722,1555.58,2024-04-15,Project completion bonus.
3723,3723,1062.65,2023-09-25,Project completion bonus.
3724,3724,613.26,2024-04-29,Employee of the month bonus.
3725,3725,1360.22,2024-04-05,Holiday bonus.
3726,3726,1596.12,2023-10-02,Year-end performance bonus.
3727,3727,1830.1,2024-04-20,Holiday bonus.
3728,3728,1443.97,2023-06-04,Employee of the month bonus.
3729,3729,1434.8,2023-09-27,Project completion bonus.
3730,3730,950.17,2023-09-16,Year-end performance bonus.
3731,3731,1647.46,2023-10-29,Project completion bonus.
3732,3732,651.85,2023-07-17,Employee of the month bonus.
3733,3733,1742.87,2023-06-05,Holiday bonus.
3734,3734,1415.56,2023-10-07,Year-end performance bonus.
3735,3735,1050.85,2024-04-28,Holiday bonus.
3736,3736,874.04,2023-08-29,Sales target achievement bonus.
3737,3737,1989.73,2023-10-16,Year-end performance bonus.
3738,3738,1860.08,2023-07-13,Employee of the month bonus.
3739,3739,603.28,2024-05-19,Employee of the month bonus.
3740,3740,1156.34,2023-11-29,Project completion bonus.
3741,3741,1619.84,2024-05-16,Holiday bonus.
3742,3742,1164.51,2023-12-27,Employee of the month bonus.
3743,3743,1162.08,2023-07-04,Holiday bonus.
3744,3744,501.24,2023-08-24,Holiday bonus.
3745,3745,1414.9,2023-07-07,Holiday bonus.
3746,3746,1098.23,2024-01-03,Holiday bonus.
3747,3747,830.0,2024-04-11,Project completion bonus.
3748,3748,1538.16,2024-03-05,Employee of the month bonus.
3749,3749,1829.08,2023-05-24,Year-end performance bonus.
3750,3750,1787.17,2023-07-04,Project completion bonus.
3751,3751,1086.78,2023-07-28,Holiday bonus.
3752,3752,1230.98,2023-07-18,Employee of the month bonus.
3753,3753,975.02,2024-03-12,Employee of the month bonus.
3754,3754,1004.37,2023-08-08,Holiday bonus.
3755,3755,1594.62,2023-06-06,Project completion bonus.
3756,3756,1221.34,2023-08-26,Employee of the month bonus.
3757,3757,1810.04,2023-08-07,Year-end performance bonus.
3758,3758,1818.59,2024-03-23,Sales target achievement bonus.
3759,3759,1579.73,2023-11-07,Employee of the month bonus.
3760,3760,948.44,2023-07-29,Sales target achievement bonus.
3761,3761,1109.42,2023-05-23,Sales target achievement bonus.
3762,3762,946.17,2023-09-01,Year-end performance bonus.
3763,3763,909.51,2023-11-25,Holiday bonus.
3764,3764,917.11,2024-04-22,Project completion bonus.
3765,3765,907.24,2023-09-22,Employee of the month bonus.
3766,3766,1015.85,2024-01-18,Project completion bonus.
3767,3767,590.01,2023-12-16,Project completion bonus.
3768,3768,864.98,2023-12-26,Year-end performance bonus.
3769,3769,813.76,2023-12-17,Project completion bonus.
3770,3770,1092.75,2023-11-08,Project completion bonus.
3771,3771,1638.34,2024-03-12,Year-end performance bonus.
3772,3772,1653.61,2023-10-06,Project completion bonus.
3773,3773,1137.02,2023-05-24,Employee of the month bonus.
3774,3774,900.92,2024-01-17,Employee of the month bonus.
3775,3775,901.2,2024-01-08,Project completion bonus.
3776,3776,1525.47,2024-02-05,Employee of the month bonus.
3777,3777,1200.53,2024-05-15,Project completion bonus.
3778,3778,968.43,2023-10-17,Sales target achievement bonus.
3779,3779,1298.9,2023-05-24,Year-end performance bonus.
3780,3780,1366.72,2023-10-26,Holiday bonus.
3781,3781,1956.23,2024-04-21,Year-end performance bonus.
3782,3782,1159.83,2024-03-10,Project completion bonus.
3783,3783,1845.3,2024-01-31,Holiday bonus.
3784,3784,1055.92,2024-05-21,Holiday bonus.
3785,3785,664.35,2023-10-20,Sales target achievement bonus.
3786,3786,950.86,2024-02-23,Employee of the month bonus.
3787,3787,1734.07,2024-01-08,Project completion bonus.
3788,3788,1836.51,2023-09-08,Employee of the month bonus.
3789,3789,1804.77,2024-04-07,Holiday bonus.
3790,3790,1176.9,2024-01-22,Holiday bonus.
3791,3791,1829.11,2023-05-26,Sales target achievement bonus.
3792,3792,636.18,2024-03-16,Year-end performance bonus.
3793,3793,1691.6,2023-10-03,Year-end performance bonus.
3794,3794,919.91,2024-02-01,Sales target achievement bonus.
3795,3795,874.16,2023-07-23,Holiday bonus.
3796,3796,1389.16,2023-09-14,Holiday bonus.
3797,3797,1307.86,2023-07-25,Year-end performance bonus.
3798,3798,1879.67,2023-07-25,Year-end performance bonus.
3799,3799,1817.57,2024-05-21,Project completion bonus.
3800,3800,1417.92,2023-10-16,Employee of the month bonus.
3801,3801,1837.3,2023-10-17,Sales target achievement bonus.
3802,3802,1211.7,2023-12-17,Sales target achievement bonus.
3803,3803,1572.58,2024-03-25,Year-end performance bonus.
3804,3804,659.6,2023-06-16,Project completion bonus.
3805,3805,1865.65,2023-10-04,Project completion bonus.
3806,3806,1789.39,2024-03-02,Sales target achievement bonus.
3807,3807,1749.65,2024-05-06,Project completion bonus.
3808,3808,1272.93,2024-04-15,Holiday bonus.
3809,3809,1881.28,2023-06-01,Year-end performance bonus.
3810,3810,1853.01,2023-06-10,Sales target achievement bonus.
3811,3811,1898.96,2024-05-11,Year-end performance bonus.
3812,3812,548.56,2024-04-15,Year-end performance bonus.
3813,3813,985.08,2023-11-14,Project completion bonus.
3814,3814,1556.18,2024-02-23,Sales target achievement bonus.
3815,3815,1426.63,2024-01-02,Sales target achievement bonus.
3816,3816,993.48,2024-03-16,Year-end performance bonus.
3817,3817,1593.99,2024-01-16,Year-end performance bonus.
3818,3818,1352.86,2023-10-01,Project completion bonus.
3819,3819,1416.74,2024-04-20,Holiday bonus.
3820,3820,573.18,2023-08-01,Project completion bonus.
3821,3821,1702.69,2023-09-24,Year-end performance bonus.
3822,3822,1131.48,2023-07-26,Sales target achievement bonus.
3823,3823,976.21,2024-05-17,Year-end performance bonus.
3824,3824,511.86,2024-01-16,Year-end performance bonus.
3825,3825,1055.01,2024-01-19,Project completion bonus.
3826,3826,992.36,2023-12-11,Employee of the month bonus.
3827,3827,541.14,2023-07-28,Holiday bonus.
3828,3828,1779.09,2023-11-30,Holiday bonus.
3829,3829,1102.79,2023-11-10,Employee of the month bonus.
3830,3830,997.91,2023-07-25,Holiday bonus.
3831,3831,998.31,2024-05-17,Year-end performance bonus.
3832,3832,918.18,2023-09-26,Holiday bonus.
3833,3833,774.3,2023-09-28,Year-end performance bonus.
3834,3834,959.23,2023-12-20,Sales target achievement bonus.
3835,3835,1123.29,2024-04-14,Year-end performance bonus.
3836,3836,1504.5,2024-05-22,Project completion bonus.
3837,3837,946.05,2024-01-04,Employee of the month bonus.
3838,3838,1804.7,2023-10-06,Holiday bonus.
3839,3839,1140.61,2024-03-04,Sales target achievement bonus.
3840,3840,874.92,2024-03-12,Year-end performance bonus.
3841,3841,1522.34,2023-07-04,Project completion bonus.
3842,3842,1358.96,2023-09-08,Year-end performance bonus.
3843,3843,980.85,2024-02-12,Sales target achievement bonus.
3844,3844,1243.65,2023-07-17,Project completion bonus.
3845,3845,1859.38,2024-02-27,Sales target achievement bonus.
3846,3846,1984.06,2023-07-21,Sales target achievement bonus.
3847,3847,1416.07,2024-02-20,Sales target achievement bonus.
3848,3848,1629.14,2023-08-31,Employee of the month bonus.
3849,3849,822.13,2024-04-16,Year-end performance bonus.
3850,3850,1938.49,2024-02-24,Project completion bonus.
3851,3851,1896.21,2024-05-21,Holiday bonus.
3852,3852,1290.85,2023-12-31,Year-end performance bonus.
3853,3853,1874.65,2024-01-21,Year-end performance bonus.
3854,3854,1892.41,2023-06-12,Holiday bonus.
3855,3855,856.64,2023-07-03,Employee of the month bonus.
3856,3856,713.86,2023-07-28,Project completion bonus.
3857,3857,1578.75,2023-06-28,Sales target achievement bonus.
3858,3858,1928.37,2023-06-11,Employee of the month bonus.
3859,3859,947.52,2024-01-10,Holiday bonus.
3860,3860,1970.32,2023-06-19,Sales target achievement bonus.
3861,3861,820.03,2024-04-12,Year-end performance bonus.
3862,3862,1989.9,2024-01-01,Employee of the month bonus.
3863,3863,1676.91,2023-09-14,Employee of the month bonus.
3864,3864,1882.0,2023-10-31,Employee of the month bonus.
3865,3865,1087.46,2024-01-15,Year-end performance bonus.
3866,3866,634.44,2023-07-17,Sales target achievement bonus.
3867,3867,1729.38,2023-09-04,Sales target achievement bonus.
3868,3868,1158.85,2024-04-06,Year-end performance bonus.
3869,3869,911.56,2024-04-24,Year-end performance bonus.
3870,3870,561.2,2024-04-13,Holiday bonus.
3871,3871,1327.24,2023-08-03,Holiday bonus.
3872,3872,581.65,2024-01-12,Holiday bonus.
3873,3873,1026.9,2024-04-23,Employee of the month bonus.
3874,3874,734.61,2024-03-22,Project completion bonus.
3875,3875,1927.29,2023-08-19,Sales target achievement bonus.
3876,3876,1729.22,2023-11-24,Year-end performance bonus.
3877,3877,1219.01,2023-10-22,Sales target achievement bonus.
3878,3878,1703.54,2024-04-18,Year-end performance bonus.
3879,3879,510.48,2023-06-13,Employee of the month bonus.
3880,3880,617.31,2023-09-28,Employee of the month bonus.
3881,3881,744.65,2023-06-25,Year-end performance bonus.
3882,3882,576.15,2024-01-04,Year-end performance bonus.
3883,3883,1687.35,2023-11-24,Employee of the month bonus.
3884,3884,1234.08,2024-01-19,Year-end performance bonus.
3885,3885,1916.82,2024-02-03,Year-end performance bonus.
3886,3886,1652.24,2024-05-03,Sales target achievement bonus.
3887,3887,575.41,2023-12-11,Year-end performance bonus.
3888,3888,589.09,2024-05-13,Employee of the month bonus.
3889,3889,1662.63,2023-06-23,Employee of the month bonus.
3890,3890,1490.68,2023-05-31,Sales target achievement bonus.
3891,3891,1324.53,2024-02-12,Employee of the month bonus.
3892,3892,1305.93,2023-10-04,Holiday bonus.
3893,3893,1493.71,2024-01-17,Project completion bonus.
3894,3894,1631.69,2024-01-09,Employee of the month bonus.
3895,3895,1101.42,2023-10-11,Project completion bonus.
3896,3896,1073.48,2023-08-10,Sales target achievement bonus.
3897,3897,1180.2,2023-07-12,Sales target achievement bonus.
3898,3898,1334.15,2023-08-27,Year-end performance bonus.
3899,3899,1827.08,2023-11-30,Employee of the month bonus.
3900,3900,1085.17,2023-07-06,Project completion bonus.
3901,3901,1750.47,2023-11-12,Year-end performance bonus.
3902,3902,1890.52,2023-07-05,Project completion bonus.
3903,3903,750.82,2024-05-05,Year-end performance bonus.
3904,3904,1319.47,2024-01-12,Holiday bonus.
3905,3905,1226.27,2024-05-17,Sales target achievement bonus.
3906,3906,988.23,2024-03-18,Employee of the month bonus.
3907,3907,1665.23,2024-03-16,Project completion bonus.
3908,3908,1553.28,2023-07-20,Sales target achievement bonus.
3909,3909,763.86,2024-03-04,Employee of the month bonus.
3910,3910,818.69,2024-01-22,Year-end performance bonus.
3911,3911,930.4,2023-11-02,Employee of the month bonus.
3912,3912,1328.6,2023-08-09,Project completion bonus.
3913,3913,1239.87,2023-08-16,Holiday bonus.
3914,3914,1663.21,2023-09-29,Holiday bonus.
3915,3915,1717.36,2023-08-18,Employee of the month bonus.
3916,3916,1798.16,2023-07-30,Employee of the month bonus.
3917,3917,919.79,2024-01-28,Employee of the month bonus.
3918,3918,522.65,2023-08-30,Project completion bonus.
3919,3919,663.8,2024-04-19,Year-end performance bonus.
3920,3920,1394.64,2024-05-20,Sales target achievement bonus.
3921,3921,1636.14,2023-06-01,Year-end performance bonus.
3922,3922,899.18,2024-01-09,Employee of the month bonus.
3923,3923,1047.98,2024-01-15,Holiday bonus.
3924,3924,653.61,2024-03-15,Year-end performance bonus.
3925,3925,1825.99,2024-04-10,Sales target achievement bonus.
3926,3926,572.56,2024-02-22,Employee of the month bonus.
3927,3927,1434.86,2023-08-03,Year-end performance bonus.
3928,3928,1218.3,2024-01-31,Year-end performance bonus.
3929,3929,1934.17,2024-03-05,Holiday bonus.
3930,3930,1694.17,2023-08-29,Year-end performance bonus.
3931,3931,1690.47,2024-04-30,Sales target achievement bonus.
3932,3932,1234.13,2023-11-12,Holiday bonus.
3933,3933,1813.58,2024-01-08,Holiday bonus.
3934,3934,1439.96,2024-04-22,Holiday bonus.
3935,3935,1446.58,2023-09-15,Year-end performance bonus.
3936,3936,1635.9,2024-02-09,Holiday bonus.
3937,3937,1364.4,2023-10-18,Sales target achievement bonus.
3938,3938,964.42,2023-06-21,Project completion bonus.
3939,3939,1898.84,2024-05-18,Employee of the month bonus.
3940,3940,1982.6,2023-07-05,Project completion bonus.
3941,3941,867.78,2023-07-15,Sales target achievement bonus.
3942,3942,1511.02,2024-04-07,Employee of the month bonus.
3943,3943,1894.43,2024-02-21,Project completion bonus.
3944,3944,1185.45,2023-08-08,Holiday bonus.
3945,3945,661.94,2024-01-26,Employee of the month bonus.
3946,3946,964.57,2024-04-12,Year-end performance bonus.
3947,3947,1460.03,2024-05-22,Year-end performance bonus.
3948,3948,1785.49,2023-12-19,Year-end performance bonus.
3949,3949,1786.3,2023-07-13,Year-end performance bonus.
3950,3950,1803.54,2023-10-06,Employee of the month bonus.
3951,3951,1482.26,2023-11-26,Project completion bonus.
3952,3952,1017.1,2023-11-24,Employee of the month bonus.
3953,3953,1048.74,2024-05-22,Holiday bonus.
3954,3954,1324.22,2024-02-29,Project completion bonus.
3955,3955,942.59,2023-06-05,Holiday bonus.
3956,3956,1791.5,2023-06-27,Project completion bonus.
3957,3957,912.06,2023-10-12,Sales target achievement bonus.
3958,3958,1707.47,2024-04-19,Employee of the month bonus.
3959,3959,1517.39,2023-08-29,Employee of the month bonus.
3960,3960,974.42,2023-11-21,Holiday bonus.
3961,3961,669.88,2023-11-27,Project completion bonus.
3962,3962,1507.85,2024-02-27,Employee of the month bonus.
3963,3963,1382.11,2023-08-18,Sales target achievement bonus.
3964,3964,668.7,2024-03-08,Year-end performance bonus.
3965,3965,828.71,2024-04-05,Project completion bonus.
3966,3966,673.0,2023-07-05,Sales target achievement bonus.
3967,3967,875.25,2024-03-25,Sales target achievement bonus.
3968,3968,863.28,2023-08-29,Project completion bonus.
3969,3969,1311.83,2023-09-18,Project completion bonus.
3970,3970,1554.82,2023-11-19,Employee of the month bonus.
3971,3971,1474.76,2023-07-24,Holiday bonus.
3972,3972,1803.29,2024-04-19,Holiday bonus.
3973,3973,614.67,2023-10-25,Employee of the month bonus.
3974,3974,1838.95,2023-12-03,Holiday bonus.
3975,3975,1079.7,2023-11-26,Employee of the month bonus.
3976,3976,1714.9,2023-07-24,Sales target achievement bonus.
3977,3977,1599.62,2024-02-23,Project completion bonus.
3978,3978,690.31,2024-01-27,Employee of the month bonus.
3979,3979,1389.9,2023-08-16,Holiday bonus.
3980,3980,1419.43,2024-05-11,Project completion bonus.
3981,3981,1984.18,2024-04-15,Sales target achievement bonus.
3982,3982,1812.54,2023-12-25,Project completion bonus.
3983,3983,1152.92,2023-11-29,Sales target achievement bonus.
3984,3984,1422.89,2023-10-18,Sales target achievement bonus.
3985,3985,532.72,2024-03-13,Year-end performance bonus.
3986,3986,1318.63,2024-04-21,Project completion bonus.
3987,3987,1472.86,2024-02-08,Employee of the month bonus.
3988,3988,706.1,2023-10-06,Holiday bonus.
3989,3989,1036.76,2023-06-02,Sales target achievement bonus.
3990,3990,723.24,2023-07-09,Sales target achievement bonus.
3991,3991,1350.64,2023-08-13,Project completion bonus.
3992,3992,1812.11,2023-09-10,Project completion bonus.
3993,3993,640.64,2023-12-27,Employee of the month bonus.
3994,3994,1411.22,2023-11-06,Year-end performance bonus.
3995,3995,1224.77,2023-07-02,Sales target achievement bonus.
3996,3996,1848.85,2024-02-28,Holiday bonus.
3997,3997,1209.43,2023-07-23,Holiday bonus.
3998,3998,826.18,2024-03-25,Employee of the month bonus.
3999,3999,879.0,2023-11-23,Holiday bonus.
4000,4000,1755.96,2023-11-07,Sales target achievement bonus.
4001,4001,1236.23,2024-03-30,Project completion bonus.
4002,4002,1794.07,2023-08-08,Holiday bonus.
4003,4003,1218.6,2024-02-17,Employee of the month bonus.
4004,4004,1978.88,2023-08-27,Holiday bonus.
4005,4005,922.1,2023-07-01,Holiday bonus.
4006,4006,1064.48,2023-09-22,Year-end performance bonus.
4007,4007,627.0,2023-11-16,Project completion bonus.
4008,4008,567.55,2023-12-11,Sales target achievement bonus.
4009,4009,866.2,2023-11-15,Project completion bonus.
4010,4010,1988.96,2023-06-28,Holiday bonus.
4011,4011,1917.38,2023-06-12,Employee of the month bonus.
4012,4012,915.53,2024-03-24,Year-end performance bonus.
4013,4013,644.57,2023-05-23,Project completion bonus.
4014,4014,1452.99,2024-01-06,Sales target achievement bonus.
4015,4015,585.55,2024-02-03,Employee of the month bonus.
4016,4016,1324.43,2023-06-09,Holiday bonus.
4017,4017,1719.51,2024-04-24,Holiday bonus.
4018,4018,631.15,2024-02-11,Employee of the month bonus.
4019,4019,1576.12,2023-10-14,Year-end performance bonus.
4020,4020,1323.47,2024-03-07,Project completion bonus.
4021,4021,1768.85,2024-04-15,Holiday bonus.
4022,4022,801.17,2024-01-08,Project completion bonus.
4023,4023,1123.64,2024-02-12,Year-end performance bonus.
4024,4024,1927.19,2024-01-09,Year-end performance bonus.
4025,4025,1727.32,2023-08-31,Year-end performance bonus.
4026,4026,563.43,2023-08-02,Project completion bonus.
4027,4027,1984.87,2024-04-23,Sales target achievement bonus.
4028,4028,605.3,2023-05-28,Employee of the month bonus.
4029,4029,843.49,2024-04-23,Project completion bonus.
4030,4030,1311.83,2023-11-05,Sales target achievement bonus.
4031,4031,660.32,2023-10-31,Project completion bonus.
4032,4032,1472.0,2024-03-05,Year-end performance bonus.
4033,4033,1027.05,2024-03-29,Sales target achievement bonus.
4034,4034,1609.68,2023-07-24,Employee of the month bonus.
4035,4035,620.63,2023-09-25,Employee of the month bonus.
4036,4036,828.29,2023-07-18,Year-end performance bonus.
4037,4037,1612.33,2024-01-11,Year-end performance bonus.
4038,4038,1595.04,2023-08-21,Employee of the month bonus.
4039,4039,537.74,2023-09-10,Project completion bonus.
4040,4040,947.55,2024-01-23,Sales target achievement bonus.
4041,4041,1886.35,2023-12-26,Year-end performance bonus.
4042,4042,713.61,2023-11-27,Holiday bonus.
4043,4043,552.83,2024-05-20,Holiday bonus.
4044,4044,1159.99,2024-01-17,Holiday bonus.
4045,4045,914.87,2024-02-25,Project completion bonus.
4046,4046,1185.41,2024-02-15,Project completion bonus.
4047,4047,616.9,2023-07-04,Holiday bonus.
4048,4048,1288.02,2024-03-21,Project completion bonus.
4049,4049,1900.59,2024-03-02,Project completion bonus.
4050,4050,1045.13,2023-11-17,Sales target achievement bonus.
4051,4051,1706.83,2023-08-17,Employee of the month bonus.
4052,4052,1318.02,2024-05-19,Project completion bonus.
4053,4053,997.23,2023-12-08,Year-end performance bonus.
4054,4054,769.58,2023-07-29,Employee of the month bonus.
4055,4055,1582.61,2024-01-16,Holiday bonus.
4056,4056,1342.13,2024-03-29,Year-end performance bonus.
4057,4057,897.2,2023-06-27,Employee of the month bonus.
4058,4058,1053.14,2023-09-14,Project completion bonus.
4059,4059,1082.62,2024-05-05,Project completion bonus.
4060,4060,1626.08,2024-05-04,Holiday bonus.
4061,4061,1254.01,2024-01-09,Employee of the month bonus.
4062,4062,1990.8,2024-03-07,Year-end performance bonus.
4063,4063,1121.02,2023-11-10,Sales target achievement bonus.
4064,4064,1621.98,2023-06-14,Employee of the month bonus.
4065,4065,1602.74,2023-08-02,Employee of the month bonus.
4066,4066,1687.51,2023-09-03,Sales target achievement bonus.
4067,4067,1225.48,2023-05-23,Year-end performance bonus.
4068,4068,1510.4,2023-11-08,Year-end performance bonus.
4069,4069,987.26,2023-12-13,Year-end performance bonus.
4070,4070,1851.23,2024-03-03,Employee of the month bonus.
4071,4071,544.01,2023-11-22,Holiday bonus.
4072,4072,529.66,2023-08-14,Project completion bonus.
4073,4073,1657.49,2023-11-25,Project completion bonus.
4074,4074,500.77,2024-05-15,Project completion bonus.
4075,4075,1508.61,2024-01-27,Project completion bonus.
4076,4076,865.61,2023-07-01,Employee of the month bonus.
4077,4077,1525.0,2024-05-10,Sales target achievement bonus.
4078,4078,813.29,2023-07-08,Employee of the month bonus.
4079,4079,1874.51,2023-09-25,Sales target achievement bonus.
4080,4080,989.61,2023-09-04,Sales target achievement bonus.
4081,4081,1010.47,2023-10-09,Year-end performance bonus.
4082,4082,1617.54,2023-08-05,Project completion bonus.
4083,4083,1422.11,2024-04-14,Year-end performance bonus.
4084,4084,1213.64,2023-08-26,Holiday bonus.
4085,4085,1888.3,2024-03-17,Holiday bonus.
4086,4086,1629.07,2024-05-08,Employee of the month bonus.
4087,4087,1729.68,2023-08-05,Sales target achievement bonus.
4088,4088,857.94,2024-04-30,Employee of the month bonus.
4089,4089,905.6,2024-05-09,Project completion bonus.
4090,4090,510.41,2023-11-27,Sales target achievement bonus.
4091,4091,719.0,2024-03-12,Employee of the month bonus.
4092,4092,1955.29,2024-01-02,Year-end performance bonus.
4093,4093,1309.77,2023-08-06,Sales target achievement bonus.
4094,4094,1260.45,2023-08-23,Sales target achievement bonus.
4095,4095,741.91,2023-07-22,Year-end performance bonus.
4096,4096,1562.15,2024-02-09,Sales target achievement bonus.
4097,4097,1937.88,2023-07-22,Holiday bonus.
4098,4098,793.06,2023-06-22,Sales target achievement bonus.
4099,4099,942.9,2024-05-18,Sales target achievement bonus.
4100,4100,1186.23,2023-09-03,Holiday bonus.
4101,4101,1559.34,2023-06-28,Sales target achievement bonus.
4102,4102,1403.88,2024-02-26,Project completion bonus.
4103,4103,995.06,2023-09-01,Project completion bonus.
4104,4104,1284.67,2023-11-27,Sales target achievement bonus.
4105,4105,1975.64,2024-03-09,Sales target achievement bonus.
4106,4106,851.14,2024-02-20,Project completion bonus.
4107,4107,781.73,2023-10-28,Employee of the month bonus.
4108,4108,1381.58,2023-05-29,Sales target achievement bonus.
4109,4109,1899.03,2023-06-21,Employee of the month bonus.
4110,4110,1979.65,2023-12-29,Year-end performance bonus.
4111,4111,513.79,2024-02-12,Sales target achievement bonus.
4112,4112,888.31,2024-02-27,Sales target achievement bonus.
4113,4113,1882.54,2024-05-12,Employee of the month bonus.
4114,4114,1802.37,2024-03-30,Year-end performance bonus.
4115,4115,1986.93,2023-07-06,Employee of the month bonus.
4116,4116,863.55,2023-12-04,Year-end performance bonus.
4117,4117,1917.1,2023-06-24,Sales target achievement bonus.
4118,4118,1746.54,2024-03-01,Sales target achievement bonus.
4119,4119,1353.99,2023-07-05,Year-end performance bonus.
4120,4120,905.89,2024-02-13,Sales target achievement bonus.
4121,4121,1584.87,2023-11-24,Year-end performance bonus.
4122,4122,1757.03,2023-07-10,Year-end performance bonus.
4123,4123,1496.51,2024-05-18,Holiday bonus.
4124,4124,1723.59,2024-04-28,Year-end performance bonus.
4125,4125,1085.79,2024-05-07,Year-end performance bonus.
4126,4126,801.63,2023-07-01,Project completion bonus.
4127,4127,805.23,2023-08-16,Holiday bonus.
4128,4128,1192.91,2024-03-03,Sales target achievement bonus.
4129,4129,1864.56,2024-04-25,Sales target achievement bonus.
4130,4130,1230.91,2024-05-06,Year-end performance bonus.
4131,4131,1230.92,2023-11-01,Sales target achievement bonus.
4132,4132,1999.18,2023-11-22,Sales target achievement bonus.
4133,4133,1774.23,2023-12-01,Project completion bonus.
4134,4134,1968.89,2024-04-13,Sales target achievement bonus.
4135,4135,794.3,2023-07-14,Employee of the month bonus.
4136,4136,1485.39,2023-08-16,Sales target achievement bonus.
4137,4137,1377.76,2023-07-19,Holiday bonus.
4138,4138,1746.59,2024-04-15,Employee of the month bonus.
4139,4139,1233.55,2024-04-03,Employee of the month bonus.
4140,4140,1990.72,2024-04-11,Sales target achievement bonus.
4141,4141,1655.35,2024-01-01,Sales target achievement bonus.
4142,4142,1113.95,2023-07-31,Sales target achievement bonus.
4143,4143,1247.5,2024-01-02,Employee of the month bonus.
4144,4144,1610.07,2023-11-23,Employee of the month bonus.
4145,4145,917.76,2024-01-19,Holiday bonus.
4146,4146,541.69,2024-03-23,Year-end performance bonus.
4147,4147,1972.36,2023-09-04,Sales target achievement bonus.
4148,4148,650.83,2023-08-06,Holiday bonus.
4149,4149,1940.43,2023-07-08,Project completion bonus.
4150,4150,1646.91,2023-06-26,Holiday bonus.
4151,4151,1747.65,2024-04-16,Project completion bonus.
4152,4152,1446.01,2024-01-14,Project completion bonus.
4153,4153,581.51,2024-04-11,Employee of the month bonus.
4154,4154,1573.41,2023-08-15,Project completion bonus.
4155,4155,982.13,2023-08-19,Holiday bonus.
4156,4156,596.29,2024-05-21,Employee of the month bonus.
4157,4157,1572.37,2024-05-01,Holiday bonus.
4158,4158,965.47,2023-07-04,Holiday bonus.
4159,4159,1282.2,2023-07-22,Employee of the month bonus.
4160,4160,1113.95,2024-04-28,Sales target achievement bonus.
4161,4161,1201.19,2024-05-20,Holiday bonus.
4162,4162,812.86,2024-05-03,Project completion bonus.
4163,4163,946.25,2023-12-25,Project completion bonus.
4164,4164,1466.36,2023-05-26,Project completion bonus.
