UsageID,CompanyID,EmployeeID,ModuleName,TaskDescription,StartTime,EndTime,TaskDuration,CompletionStatus,ErrorDetails,LastUsedDate
7612,77,3818,Performance Review,Start new review,2024-04-04 10:50:35.464298,2024-04-04 11:18:35.464298,28.0,Completed,,2024-05-21 18:20:53.626007
7613,77,3832,Leave Management,Create new leave,2024-04-02 14:47:18.190695,2024-04-02 14:57:18.190695,10.0,Completed,,2024-04-23 10:42:32.628448
7614,77,3828,Performance Review,Start new review,2024-05-03 14:02:09.360264,2024-05-03 14:17:09.360264,15.0,Completed,,2024-04-06 00:13:14.238627
7615,77,3843,Performance Review,Delete review,2024-04-06 10:22:22.423166,2024-04-06 11:05:22.423166,43.0,Completed,,2024-05-07 06:52:56.414881
7616,77,3829,Performance Review,Edit existing review,2024-04-11 19:33:02.181572,2024-04-11 20:20:02.181572,47.0,Completed,,2024-05-23 04:22:32.660134
7617,77,3823,Leave Management,Delete leave submission,2024-04-29 16:02:57.210067,2024-04-29 16:23:57.210067,21.0,Not completed,Permission denied,2024-03-26 00:59:02.557747
7618,77,3828,Performance Review,Delete review,2024-03-26 17:37:32.195511,2024-03-26 17:43:32.195511,6.0,Not completed,Database error,2024-04-30 16:17:36.313107
7619,77,3849,Payroll,Edit payroll,2024-04-18 10:26:15.575968,2024-04-18 11:26:15.575968,60.0,Not completed,Database error,2024-03-29 11:00:27.958784
7620,77,3820,Performance Review,Start new review,2024-05-17 16:36:25.848457,2024-05-17 17:33:25.848457,57.0,Completed,,2024-05-21 15:57:41.419381
7621,77,3843,Performance Review,Start new review,2024-05-19 01:25:16.702720,2024-05-19 01:40:16.702720,15.0,Completed,,2024-05-10 20:57:18.512222
7622,77,3806,Leave Management,Appeal leave status,2024-04-08 12:21:20.622209,2024-04-08 12:39:20.622209,18.0,Completed,,2024-03-24 22:38:47.561735
7623,77,3826,Performance Review,Delete review,2024-04-18 22:20:51.828760,2024-04-18 22:47:51.828760,27.0,Completed,,2024-03-27 04:56:46.635648
7624,77,3831,Leave Management,Appeal leave status,2024-04-29 13:33:00.289992,2024-04-29 14:09:00.289992,36.0,Not completed,Invalid data format,2024-04-21 15:16:11.573244
7625,77,3818,Leave Management,Delete leave submission,2024-05-16 18:21:12.088912,2024-05-16 18:54:12.088912,33.0,Completed,,2024-05-22 12:38:58.138477
7626,77,3834,Performance Review,Submit for approval,2024-03-31 13:50:25.715565,2024-03-31 14:05:25.715565,15.0,Completed,,2024-04-19 00:14:40.983301
7627,77,3809,Performance Review,Submit for approval,2024-03-29 09:15:27.251308,2024-03-29 10:06:27.251308,51.0,Not completed,Database error,2024-05-03 20:50:30.041232
7628,77,3829,Leave Management,Submit for approval,2024-04-26 08:46:22.677571,2024-04-26 09:45:22.677571,59.0,Not completed,Permission denied,2024-05-21 22:39:18.593944
7629,77,3829,Payroll,Submit payroll,2024-04-02 01:34:05.919119,2024-04-02 02:29:05.919119,55.0,Completed,,2024-05-15 06:35:54.203721
7630,77,3828,Performance Review,Start new review,2024-04-22 06:22:16.609141,2024-04-22 07:11:16.609141,49.0,Completed,,2024-04-14 23:08:15.916443
7631,77,3802,Payroll,Edit payroll,2024-05-10 02:12:59.824844,2024-05-10 02:57:59.824844,45.0,Completed,,2024-04-19 21:01:16.424133
7632,77,3808,Performance Review,Start new review,2024-04-29 19:12:25.848278,2024-04-29 19:31:25.848278,19.0,Not completed,Unable to process user input,2024-05-21 10:58:57.393301
7633,77,3825,Leave Management,Appeal leave status,2024-05-21 15:50:03.497697,2024-05-21 16:33:03.497697,43.0,Not completed,Connection timeout,2024-04-21 01:35:33.301883
7634,77,3817,Leave Management,Appeal leave status,2024-04-04 18:51:29.733089,2024-04-04 19:30:29.733089,39.0,Completed,,2024-04-16 11:01:06.570650
7635,77,3830,Leave Management,Delete leave submission,2024-04-28 02:18:05.947864,2024-04-28 02:48:05.947864,30.0,Not completed,Connection timeout,2024-04-07 00:55:17.911541
7636,77,3824,Performance Review,Delete review,2024-03-26 06:18:37.238427,2024-03-26 06:51:37.238427,33.0,Not completed,Database error,2024-03-30 12:42:15.830599
7637,77,3827,Leave Management,Submit for approval,2024-04-09 14:00:24.701283,2024-04-09 14:57:24.701283,57.0,Not completed,Invalid data format,2024-05-19 13:47:15.765229
7638,77,3836,Payroll,Edit payroll,2024-05-23 08:54:48.164336,2024-05-23 09:52:48.164336,58.0,Completed,,2024-05-22 16:34:18.505460
7639,77,3819,Leave Management,Delete leave submission,2024-05-01 07:33:16.672242,2024-05-01 07:49:16.672242,16.0,Not completed,Connection timeout,2024-04-22 02:11:01.319810
7640,77,3821,Performance Review,Submit for approval,2024-05-12 01:03:27.964636,2024-05-12 01:18:27.964636,15.0,Completed,,2024-04-29 17:29:59.405033
7641,77,3833,Payroll,Create payroll notifications,2024-04-26 23:39:01.868354,2024-04-26 23:55:01.868354,16.0,Not completed,Invalid data format,2024-04-11 03:21:40.856011
7642,77,3841,Leave Management,Appeal leave status,2024-05-20 21:05:51.959314,2024-05-20 21:34:51.959314,29.0,Not completed,Connection timeout,2024-05-22 20:37:21.425250
7643,77,3811,Performance Review,Submit for approval,2024-05-23 09:57:10.482862,2024-05-23 10:52:10.482862,55.0,Completed,,2024-05-10 10:53:59.650213
7644,77,3848,Performance Review,Delete review,2024-05-23 01:26:47.272722,2024-05-23 02:26:47.272722,60.0,Completed,,2024-04-25 20:53:08.062641
7645,77,3819,Leave Management,Submit for approval,2024-04-17 04:53:37.331454,2024-04-17 05:37:37.331454,44.0,Not completed,Permission denied,2024-05-08 01:22:24.707766
7646,77,3847,Performance Review,Delete review,2024-03-26 06:43:34.796496,2024-03-26 07:01:34.796496,18.0,Not completed,Invalid data format,2024-04-17 17:59:44.629886
7647,77,3824,Performance Review,Edit existing review,2024-05-07 08:01:05.830377,2024-05-07 08:12:05.830377,11.0,Not completed,Permission denied,2024-04-24 22:08:22.190526
7648,77,3825,Payroll,Edit payroll,2024-03-25 16:20:18.888669,2024-03-25 17:20:18.888669,60.0,Not completed,Unable to process user input,2024-04-23 15:05:24.351742
7649,77,3817,Performance Review,Start new review,2024-05-16 01:52:23.830811,2024-05-16 02:42:23.830811,50.0,Not completed,Invalid data format,2024-03-31 08:01:20.623885
7650,77,3843,Performance Review,Edit existing review,2024-04-06 16:15:07.856370,2024-04-06 16:51:07.856370,36.0,Not completed,Database error,2024-04-14 21:21:42.923658
7651,77,3829,Leave Management,Submit for approval,2024-04-29 08:56:12.637234,2024-04-29 09:22:12.637234,26.0,Completed,,2024-05-09 19:57:27.037578
7652,77,3823,Payroll,Create payroll notifications,2024-04-29 04:04:31.753160,2024-04-29 04:25:31.753160,21.0,Not completed,Invalid data format,2024-03-29 16:15:20.536815
7653,77,3808,Leave Management,Submit for approval,2024-03-24 03:28:01.426617,2024-03-24 03:36:01.426617,8.0,Not completed,Connection timeout,2024-05-06 02:29:25.904492
7654,77,3826,Performance Review,Start new review,2024-04-02 16:21:40.138395,2024-04-02 16:50:40.138395,29.0,Not completed,Unable to process user input,2024-04-16 16:49:37.787595
7655,77,3826,Payroll,Edit payroll,2024-04-24 07:07:56.537539,2024-04-24 07:20:56.537539,13.0,Not completed,Database error,2024-04-03 04:59:46.790090
7656,77,3809,Leave Management,Appeal leave status,2024-05-05 10:07:55.713710,2024-05-05 10:19:55.713710,12.0,Completed,,2024-04-26 21:59:06.242748
7657,77,3828,Leave Management,Appeal leave status,2024-04-21 06:14:28.823312,2024-04-21 06:19:28.823312,5.0,Not completed,Connection timeout,2024-03-28 15:13:18.579459
7658,77,3824,Performance Review,Delete review,2024-04-22 01:53:32.518349,2024-04-22 02:15:32.518349,22.0,Not completed,Database error,2024-04-22 15:12:59.506945
7659,77,3832,Payroll,Create payroll notifications,2024-05-16 03:24:15.413598,2024-05-16 04:13:15.413598,49.0,Completed,,2024-03-23 22:12:16.021697
7660,77,3840,Leave Management,Delete leave submission,2024-05-07 18:18:22.069263,2024-05-07 19:04:22.069263,46.0,Not completed,Connection timeout,2024-04-08 06:21:39.472941
7661,77,3847,Payroll,Submit payroll,2024-03-31 16:31:05.564762,2024-03-31 17:22:05.564762,51.0,Not completed,Invalid data format,2024-04-01 05:54:13.904232
7662,77,3838,Leave Management,Delete leave submission,2024-04-03 11:46:34.520751,2024-04-03 12:13:34.520751,27.0,Completed,,2024-03-28 11:13:56.923759
7663,77,3849,Performance Review,Start new review,2024-04-21 08:33:58.601774,2024-04-21 08:56:58.601774,23.0,Completed,,2024-04-10 09:22:38.452186
7664,77,3811,Payroll,Create payroll notifications,2024-04-11 19:06:13.088229,2024-04-11 19:34:13.088229,28.0,Not completed,Permission denied,2024-05-01 02:30:13.157922
7665,77,3816,Performance Review,Delete review,2024-05-07 01:35:45.087084,2024-05-07 02:07:45.087084,32.0,Not completed,Permission denied,2024-04-27 09:20:44.784076
7666,77,3825,Leave Management,Delete leave submission,2024-04-05 04:38:51.883866,2024-04-05 05:10:51.883866,32.0,Completed,,2024-03-29 20:58:29.908583
7667,77,3837,Performance Review,Delete review,2024-05-12 19:07:35.076688,2024-05-12 19:53:35.076688,46.0,Completed,,2024-05-23 06:58:36.727452
7668,77,3823,Leave Management,Submit for approval,2024-04-07 07:15:17.865365,2024-04-07 07:36:17.865365,21.0,Completed,,2024-04-28 23:34:05.987271
7669,77,3839,Performance Review,Start new review,2024-03-27 20:41:23.810336,2024-03-27 20:52:23.810336,11.0,Not completed,Permission denied,2024-03-29 01:11:28.669650
7670,77,3821,Payroll,Create payroll notifications,2024-03-30 05:35:59.438056,2024-03-30 05:42:59.438056,7.0,Not completed,Permission denied,2024-05-08 03:16:00.951416
7671,77,3841,Performance Review,Delete review,2024-05-07 16:32:27.304432,2024-05-07 17:17:27.304432,45.0,Not completed,Database error,2024-04-16 03:51:14.676761
7672,77,3831,Leave Management,Delete leave submission,2024-05-22 22:25:12.635006,2024-05-22 23:18:12.635006,53.0,Completed,,2024-04-02 16:49:51.911304
7673,77,3810,Performance Review,Delete review,2024-05-09 17:26:48.325270,2024-05-09 17:41:48.325270,15.0,Not completed,Connection timeout,2024-04-16 21:11:13.254462
7674,77,3813,Performance Review,Submit for approval,2024-05-08 00:56:30.351853,2024-05-08 01:21:30.351853,25.0,Not completed,Permission denied,2024-03-24 19:41:30.322538
7675,77,3817,Performance Review,Delete review,2024-04-06 02:53:55.325779,2024-04-06 03:18:55.325779,25.0,Completed,,2024-04-26 09:52:44.943644
7676,77,3841,Leave Management,Delete leave submission,2024-03-25 19:26:09.554993,2024-03-25 19:57:09.554993,31.0,Completed,,2024-04-12 07:46:01.300292
7677,77,3825,Payroll,Submit payroll,2024-04-05 13:53:59.718468,2024-04-05 14:13:59.718468,20.0,Completed,,2024-03-30 21:21:31.773175
7678,77,3848,Leave Management,Create new leave,2024-05-12 09:26:18.566083,2024-05-12 10:00:18.566083,34.0,Not completed,Invalid data format,2024-04-04 19:59:16.650399
7679,77,3819,Performance Review,Delete review,2024-05-20 21:47:25.283565,2024-05-20 22:39:25.283565,52.0,Not completed,Invalid data format,2024-05-15 19:42:48.628776
7680,77,3827,Performance Review,Start new review,2024-03-30 14:59:22.052197,2024-03-30 15:40:22.052197,41.0,Completed,,2024-05-17 04:14:02.055052
7681,77,3802,Leave Management,Submit for approval,2024-03-28 10:02:57.762848,2024-03-28 10:30:57.762848,28.0,Not completed,Unable to process user input,2024-04-03 14:41:12.672786
7682,77,3849,Payroll,Create payroll notifications,2024-04-05 03:45:21.344822,2024-04-05 04:09:21.344822,24.0,Not completed,Permission denied,2024-04-05 03:36:08.270523
7683,77,3816,Payroll,Create payroll notifications,2024-05-17 05:27:46.223944,2024-05-17 06:12:46.223944,45.0,Not completed,Connection timeout,2024-03-30 13:09:42.894012
7684,77,3836,Performance Review,Start new review,2024-03-29 04:48:24.738935,2024-03-29 05:07:24.738935,19.0,Not completed,Database error,2024-04-11 04:17:32.536026
7685,77,3822,Payroll,Edit payroll,2024-05-05 02:34:15.782556,2024-05-05 03:34:15.782556,60.0,Completed,,2024-05-19 05:03:17.721136
7686,77,3835,Performance Review,Submit for approval,2024-05-04 00:50:30.114147,2024-05-04 00:55:30.114147,5.0,Not completed,Connection timeout,2024-05-10 04:49:52.343688
7687,77,3810,Leave Management,Appeal leave status,2024-04-14 08:41:34.397389,2024-04-14 09:34:34.397389,53.0,Not completed,Invalid data format,2024-05-02 03:12:16.521164
7688,77,3845,Performance Review,Delete review,2024-04-14 02:19:20.887753,2024-04-14 02:55:20.887753,36.0,Completed,,2024-05-06 02:16:29.854460
7689,77,3847,Payroll,Edit payroll,2024-04-16 13:31:41.954476,2024-04-16 13:46:41.954476,15.0,Completed,,2024-03-27 19:40:41.353484
7690,77,3807,Leave Management,Delete leave submission,2024-05-12 22:57:15.514747,2024-05-12 23:55:15.514747,58.0,Not completed,Invalid data format,2024-04-16 05:47:15.717527
7691,77,3804,Leave Management,Submit for approval,2024-04-03 11:42:24.052749,2024-04-03 11:58:24.052749,16.0,Completed,,2024-05-22 19:17:45.370252
7692,77,3830,Payroll,Create payroll notifications,2024-03-29 20:13:41.897766,2024-03-29 20:27:41.897766,14.0,Not completed,Permission denied,2024-04-12 10:59:24.566991
7693,77,3815,Performance Review,Edit existing review,2024-03-31 06:19:46.158270,2024-03-31 07:15:46.158270,56.0,Not completed,Unable to process user input,2024-05-02 22:19:59.185348
7694,77,3821,Leave Management,Appeal leave status,2024-04-04 20:54:43.843144,2024-04-04 21:28:43.843144,34.0,Not completed,Invalid data format,2024-05-03 08:18:56.603924
7695,77,3834,Performance Review,Start new review,2024-04-10 05:30:34.436553,2024-04-10 06:27:34.436553,57.0,Completed,,2024-04-10 22:13:12.600300
7696,77,3804,Performance Review,Start new review,2024-04-06 09:06:21.896726,2024-04-06 09:48:21.896726,42.0,Not completed,Permission denied,2024-03-29 13:01:12.119051
7697,77,3823,Leave Management,Submit for approval,2024-04-29 23:06:27.383810,2024-04-29 23:55:27.383810,49.0,Not completed,Invalid data format,2024-05-05 12:40:41.432010
7698,77,3831,Payroll,Edit payroll,2024-03-24 21:25:58.016674,2024-03-24 21:48:58.016674,23.0,Not completed,Permission denied,2024-05-01 10:20:30.097785
7699,77,3843,Performance Review,Delete review,2024-04-14 05:56:37.779522,2024-04-14 06:17:37.779522,21.0,Completed,,2024-05-17 15:44:36.008569
7700,77,3820,Leave Management,Appeal leave status,2024-03-24 05:34:23.916250,2024-03-24 06:00:23.916250,26.0,Not completed,Unable to process user input,2024-04-18 12:33:01.730918
7701,78,3880,Leave Management,Appeal leave status,2024-04-28 23:43:56.502023,2024-04-29 00:41:56.502023,58.0,Completed,,2024-05-01 01:02:12.932801
7702,78,3855,Leave Management,Create new leave,2024-05-22 14:05:49.328110,2024-05-22 14:29:49.328110,24.0,Completed,,2024-04-13 18:58:41.893705
7703,78,3898,Performance Review,Delete review,2024-04-21 08:54:28.549450,2024-04-21 09:38:28.549450,44.0,Not completed,Permission denied,2024-04-19 12:50:40.301505
7704,78,3896,Performance Review,Delete review,2024-05-10 19:11:24.147765,2024-05-10 19:58:24.147765,47.0,Completed,,2024-04-07 17:58:32.882743
7705,78,3865,Payroll,Create payroll notifications,2024-03-28 01:17:11.081128,2024-03-28 02:09:11.081128,52.0,Completed,,2024-03-29 00:58:11.909259
7706,78,3853,Leave Management,Create new leave,2024-05-06 15:31:23.235519,2024-05-06 16:17:23.235519,46.0,Not completed,Invalid data format,2024-05-17 16:49:24.513387
7707,78,3899,Leave Management,Submit for approval,2024-05-16 02:55:08.784570,2024-05-16 03:03:08.784570,8.0,Completed,,2024-05-13 16:41:00.080094
7708,78,3855,Leave Management,Appeal leave status,2024-04-12 15:26:56.158339,2024-04-12 15:40:56.158339,14.0,Not completed,Database error,2024-05-02 08:14:39.261136
7709,78,3882,Payroll,Submit payroll,2024-04-12 09:48:21.488840,2024-04-12 10:05:21.488840,17.0,Completed,,2024-04-07 14:42:09.903639
7710,78,3872,Leave Management,Appeal leave status,2024-04-21 02:59:35.489319,2024-04-21 03:12:35.489319,13.0,Completed,,2024-04-09 07:18:29.855896
7711,78,3884,Performance Review,Delete review,2024-04-26 18:28:15.296721,2024-04-26 19:03:15.296721,35.0,Completed,,2024-04-11 22:28:50.977461
7712,78,3864,Payroll,Submit payroll,2024-05-02 15:07:28.376023,2024-05-02 15:43:28.376023,36.0,Completed,,2024-04-29 14:42:59.635859
7713,78,3854,Performance Review,Submit for approval,2024-04-26 10:34:11.690754,2024-04-26 10:56:11.690754,22.0,Completed,,2024-04-09 11:05:55.730898
7714,78,3860,Payroll,Edit payroll,2024-05-11 12:22:04.268300,2024-05-11 13:10:04.268300,48.0,Completed,,2024-04-11 22:09:07.985206
7715,78,3893,Performance Review,Delete review,2024-04-30 12:38:38.938225,2024-04-30 12:51:38.938225,13.0,Not completed,Connection timeout,2024-05-16 00:15:50.640609
7716,78,3863,Leave Management,Delete leave submission,2024-05-14 10:38:38.431659,2024-05-14 11:18:38.431659,40.0,Not completed,Unable to process user input,2024-04-05 03:31:56.446380
7717,78,3858,Leave Management,Submit for approval,2024-03-24 04:03:16.925564,2024-03-24 04:56:16.925564,53.0,Completed,,2024-04-12 19:59:55.630568
7718,78,3891,Payroll,Create payroll notifications,2024-05-06 23:47:36.225705,2024-05-06 23:52:36.225705,5.0,Completed,,2024-03-26 23:32:45.859667
7719,78,3871,Performance Review,Submit for approval,2024-03-24 02:46:07.581810,2024-03-24 03:28:07.581810,42.0,Not completed,Connection timeout,2024-04-12 11:26:22.551873
7720,78,3883,Performance Review,Submit for approval,2024-04-22 14:08:13.871002,2024-04-22 14:37:13.871002,29.0,Completed,,2024-05-01 23:24:04.021981
7721,78,3882,Leave Management,Delete leave submission,2024-05-22 16:16:26.662355,2024-05-22 17:06:26.662355,50.0,Completed,,2024-03-28 05:49:58.941305
7722,78,3868,Performance Review,Submit for approval,2024-04-26 22:43:04.445804,2024-04-26 23:27:04.445804,44.0,Completed,,2024-04-09 04:53:08.075915
7723,78,3867,Payroll,Submit payroll,2024-04-01 05:56:21.448513,2024-04-01 06:05:21.448513,9.0,Not completed,Permission denied,2024-04-05 06:27:23.043251
7724,78,3895,Performance Review,Edit existing review,2024-04-02 12:46:14.724874,2024-04-02 13:39:14.724874,53.0,Not completed,Permission denied,2024-05-10 12:57:32.100863
7725,78,3865,Leave Management,Create new leave,2024-05-18 21:42:13.432462,2024-05-18 22:13:13.432462,31.0,Completed,,2024-04-09 01:31:29.710118
7726,78,3898,Payroll,Edit payroll,2024-03-31 13:20:40.985830,2024-03-31 14:18:40.985830,58.0,Not completed,Database error,2024-04-17 18:34:28.818079
7727,78,3857,Leave Management,Create new leave,2024-03-29 09:07:34.469716,2024-03-29 09:31:34.469716,24.0,Completed,,2024-03-26 04:11:16.897963
7728,78,3852,Payroll,Create payroll notifications,2024-05-14 01:29:38.003634,2024-05-14 02:28:38.003634,59.0,Not completed,Invalid data format,2024-04-23 18:39:05.481001
7729,78,3860,Performance Review,Edit existing review,2024-04-19 16:12:38.405706,2024-04-19 16:38:38.405706,26.0,Completed,,2024-04-17 11:32:21.999748
7730,78,3876,Performance Review,Delete review,2024-05-04 21:46:14.050972,2024-05-04 22:40:14.050972,54.0,Not completed,Permission denied,2024-04-27 16:00:50.800915
7731,78,3881,Payroll,Submit payroll,2024-04-23 16:03:28.689824,2024-04-23 16:12:28.689824,9.0,Completed,,2024-04-06 06:26:18.846083
7732,78,3881,Leave Management,Delete leave submission,2024-04-23 13:18:31.670244,2024-04-23 13:50:31.670244,32.0,Completed,,2024-05-05 17:39:46.192422
7733,78,3866,Performance Review,Delete review,2024-04-13 04:10:36.830131,2024-04-13 05:09:36.830131,59.0,Not completed,Connection timeout,2024-03-24 17:23:47.284501
7734,78,3863,Performance Review,Edit existing review,2024-05-21 20:03:52.716275,2024-05-21 20:48:52.716275,45.0,Completed,,2024-05-03 16:55:43.689778
7735,78,3871,Leave Management,Delete leave submission,2024-05-19 09:45:17.700261,2024-05-19 09:57:17.700261,12.0,Not completed,Database error,2024-04-02 21:12:38.739873
7736,78,3860,Leave Management,Create new leave,2024-05-16 16:16:18.507490,2024-05-16 16:46:18.507490,30.0,Not completed,Database error,2024-04-09 06:01:58.285268
7737,78,3868,Performance Review,Delete review,2024-05-08 15:38:15.272791,2024-05-08 15:48:15.272791,10.0,Not completed,Connection timeout,2024-05-17 05:48:41.688477
7738,78,3869,Leave Management,Appeal leave status,2024-05-17 04:26:07.801068,2024-05-17 05:02:07.801068,36.0,Completed,,2024-05-12 14:35:47.885325
7739,78,3854,Performance Review,Edit existing review,2024-03-28 20:01:45.444338,2024-03-28 20:25:45.444338,24.0,Not completed,Connection timeout,2024-05-20 16:31:33.889336
7740,78,3854,Performance Review,Delete review,2024-04-27 01:15:30.673436,2024-04-27 01:54:30.673436,39.0,Completed,,2024-04-09 11:21:09.139581
7741,78,3900,Payroll,Create payroll notifications,2024-04-21 23:20:14.240440,2024-04-21 23:55:14.240440,35.0,Completed,,2024-05-15 20:32:02.994624
7742,78,3894,Performance Review,Submit for approval,2024-05-08 08:14:12.047935,2024-05-08 08:41:12.047935,27.0,Not completed,Database error,2024-04-27 04:55:48.923109
7743,78,3892,Leave Management,Submit for approval,2024-05-10 12:24:56.364154,2024-05-10 13:23:56.364154,59.0,Not completed,Unable to process user input,2024-05-19 04:24:02.356125
7744,78,3862,Leave Management,Appeal leave status,2024-04-18 22:37:06.595335,2024-04-18 22:53:06.595335,16.0,Completed,,2024-03-27 12:04:14.257018
7745,78,3868,Performance Review,Delete review,2024-05-11 02:32:20.062211,2024-05-11 03:07:20.062211,35.0,Not completed,Permission denied,2024-04-06 21:06:15.206635
7746,78,3885,Payroll,Submit payroll,2024-05-03 23:39:38.105610,2024-05-03 23:46:38.105610,7.0,Completed,,2024-05-15 06:32:17.466903
7747,78,3859,Payroll,Create payroll notifications,2024-05-17 15:42:40.382004,2024-05-17 16:06:40.382004,24.0,Completed,,2024-03-26 18:16:36.807420
7748,78,3875,Performance Review,Edit existing review,2024-05-08 02:02:54.660157,2024-05-08 02:41:54.660157,39.0,Not completed,Database error,2024-05-05 04:34:03.893906
7749,78,3882,Leave Management,Delete leave submission,2024-04-15 04:14:47.908650,2024-04-15 05:02:47.908650,48.0,Not completed,Unable to process user input,2024-04-29 15:05:24.594044
7750,78,3889,Performance Review,Edit existing review,2024-04-03 03:29:17.333132,2024-04-03 04:04:17.333132,35.0,Not completed,Database error,2024-04-05 01:58:21.939461
7751,78,3893,Payroll,Submit payroll,2024-05-16 11:46:51.800542,2024-05-16 11:54:51.800542,8.0,Completed,,2024-04-08 14:21:57.462799
7752,78,3877,Performance Review,Submit for approval,2024-05-07 15:13:02.648053,2024-05-07 15:35:02.648053,22.0,Completed,,2024-05-04 15:34:00.896711
7753,78,3875,Performance Review,Edit existing review,2024-05-06 20:20:58.330706,2024-05-06 21:02:58.330706,42.0,Completed,,2024-04-09 21:15:23.605598
7754,78,3853,Payroll,Edit payroll,2024-04-25 17:25:34.957498,2024-04-25 18:12:34.957498,47.0,Completed,,2024-03-27 09:27:00.100553
7755,78,3870,Payroll,Edit payroll,2024-04-29 02:29:54.839218,2024-04-29 03:28:54.839218,59.0,Not completed,Database error,2024-03-30 19:12:27.736430
7756,78,3860,Performance Review,Submit for approval,2024-05-20 17:23:36.217619,2024-05-20 17:59:36.217619,36.0,Not completed,Invalid data format,2024-05-06 07:06:04.233987
7757,78,3881,Payroll,Create payroll notifications,2024-04-04 18:02:04.428961,2024-04-04 18:13:04.428961,11.0,Completed,,2024-04-23 06:35:01.587056
7758,78,3858,Leave Management,Delete leave submission,2024-04-20 13:16:52.716936,2024-04-20 14:02:52.716936,46.0,Not completed,Database error,2024-03-27 21:25:08.303940
7759,78,3862,Payroll,Create payroll notifications,2024-04-29 13:37:33.058990,2024-04-29 14:03:33.058990,26.0,Completed,,2024-04-04 22:34:25.561875
7760,78,3892,Performance Review,Submit for approval,2024-04-13 18:16:28.261664,2024-04-13 19:04:28.261664,48.0,Not completed,Permission denied,2024-03-29 00:41:37.839747
7761,78,3875,Leave Management,Submit for approval,2024-04-01 04:11:32.395646,2024-04-01 04:41:32.395646,30.0,Completed,,2024-05-02 18:22:19.073954
7762,78,3897,Leave Management,Submit for approval,2024-04-20 16:39:13.032164,2024-04-20 17:03:13.032164,24.0,Not completed,Connection timeout,2024-03-24 16:59:59.127688
7763,78,3895,Leave Management,Create new leave,2024-05-04 14:21:50.458508,2024-05-04 15:07:50.458508,46.0,Not completed,Invalid data format,2024-05-07 18:45:59.670343
7764,78,3896,Payroll,Submit payroll,2024-04-05 22:26:16.308270,2024-04-05 22:34:16.308270,8.0,Completed,,2024-05-08 16:36:39.460170
7765,78,3876,Performance Review,Start new review,2024-04-23 10:01:19.007410,2024-04-23 10:54:19.007410,53.0,Completed,,2024-04-06 01:51:40.181652
7766,78,3863,Leave Management,Delete leave submission,2024-03-30 05:24:27.908621,2024-03-30 05:36:27.908621,12.0,Completed,,2024-05-06 16:08:32.033047
7767,78,3874,Payroll,Submit payroll,2024-04-03 22:39:50.879814,2024-04-03 23:01:50.879814,22.0,Completed,,2024-05-05 13:16:59.270655
7768,78,3872,Leave Management,Create new leave,2024-05-15 17:08:47.996949,2024-05-15 17:15:47.996949,7.0,Completed,,2024-04-29 22:03:45.659833
7769,78,3875,Payroll,Create payroll notifications,2024-05-16 03:38:36.968959,2024-05-16 04:03:36.968959,25.0,Not completed,Permission denied,2024-04-13 10:36:36.842705
7770,78,3880,Payroll,Submit payroll,2024-05-14 15:33:21.253823,2024-05-14 16:22:21.253823,49.0,Completed,,2024-04-30 00:52:37.428566
7771,78,3889,Payroll,Edit payroll,2024-05-23 00:52:07.529795,2024-05-23 01:41:07.529795,49.0,Completed,,2024-04-21 03:04:38.997617
7772,78,3854,Performance Review,Edit existing review,2024-04-30 21:45:59.061285,2024-04-30 22:28:59.061285,43.0,Completed,,2024-04-18 10:56:19.955890
7773,78,3884,Payroll,Create payroll notifications,2024-05-05 14:20:43.683931,2024-05-05 14:39:43.683931,19.0,Not completed,Permission denied,2024-04-04 16:36:56.254038
7774,78,3882,Leave Management,Create new leave,2024-03-30 11:46:50.700139,2024-03-30 12:01:50.700139,15.0,Not completed,Unable to process user input,2024-05-14 14:22:30.130222
7775,78,3883,Leave Management,Submit for approval,2024-03-25 05:19:40.629616,2024-03-25 05:29:40.629616,10.0,Completed,,2024-04-14 01:15:58.599727
7776,78,3899,Payroll,Edit payroll,2024-05-18 18:20:30.001150,2024-05-18 18:54:30.001150,34.0,Completed,,2024-04-27 13:47:40.043187
7777,78,3874,Leave Management,Appeal leave status,2024-04-02 21:28:14.217485,2024-04-02 22:06:14.217485,38.0,Not completed,Connection timeout,2024-04-20 00:20:14.702719
7778,78,3851,Payroll,Submit payroll,2024-05-16 15:58:36.326704,2024-05-16 16:52:36.326704,54.0,Not completed,Database error,2024-04-20 09:02:11.215942
7779,78,3857,Payroll,Edit payroll,2024-04-30 08:35:19.120155,2024-04-30 09:24:19.120155,49.0,Completed,,2024-04-17 17:47:58.551527
7780,78,3855,Performance Review,Start new review,2024-05-12 09:23:09.727564,2024-05-12 10:13:09.727564,50.0,Not completed,Permission denied,2024-05-04 23:10:56.546820
7781,78,3858,Leave Management,Appeal leave status,2024-04-09 18:47:02.978777,2024-04-09 19:01:02.978777,14.0,Completed,,2024-04-10 21:36:21.658386
7782,78,3877,Payroll,Edit payroll,2024-04-27 21:37:08.825768,2024-04-27 21:59:08.825768,22.0,Completed,,2024-04-12 21:30:21.277676
7783,78,3898,Payroll,Submit payroll,2024-04-27 18:13:28.354048,2024-04-27 19:07:28.354048,54.0,Not completed,Permission denied,2024-05-09 05:50:46.993493
