FeedbackID,CompanyID,EmployeeID,ModuleName,FeedbackType,FeedbackText,FeedbackDate,Rating
29320,98,4855,Payroll,Suggestion for improvement,The payroll module could use a better summary report feature.,2024-04-23,3.0
29321,98,4875,Payroll,Suggestion for improvement,Leave management approval workflow is confusing.,2023-08-07,3.0
29322,98,4879,Leave Management,Bug,The interface for submitting leave is not user-friendly.,2023-10-11,2.0
29323,98,4897,Payroll,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2024-02-17,2.0
29324,98,4882,Leave Management,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-10-01,1.0
29325,98,4899,Performance Review,Bug,Suggestion: Include a dashboard for quick performance metrics.,2024-05-07,3.0
29326,98,4855,Performance Review,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-09-14,3.0
29327,98,4875,Leave Management,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2023-08-01,2.0
29328,98,4860,Performance Review,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-10-25,4.0
29329,98,4855,Leave Management,Bug,The payroll module could use a better summary report feature.,2023-10-15,3.0
29330,98,4864,Leave Management,Suggestion for improvement,Performance review module should allow adding attachments.,2024-03-22,4.0
29331,98,4880,Leave Management,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-10-22,5.0
29332,98,4896,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2024-04-06,4.0
29333,98,4899,Payroll,Bug,Suggestion: Improve the load time for payroll reports.,2024-01-27,2.0
29334,98,4881,Payroll,Bug,Suggestion: Improve the load time for payroll reports.,2023-06-29,3.0
29335,98,4889,Performance Review,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2024-03-25,2.0
29336,98,4855,Payroll,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-10-14,1.0
29337,98,4872,Payroll,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2023-10-15,3.0
29338,98,4864,Leave Management,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-12-31,4.0
29339,98,4881,Payroll,Bug,Suggestion: Allow bulk approval of leave requests.,2024-01-07,2.0
29340,98,4896,Performance Review,Bug,I encountered an error while trying to edit payroll details.,2024-05-09,3.0
29341,98,4890,Payroll,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-08-14,1.0
29342,98,4882,Payroll,Suggestion for improvement,There is a glitch in the payroll calculation.,2024-02-17,3.0
29343,98,4890,Payroll,Bug,It would be great if we could have more filtering options in the performance review module.,2023-10-09,3.0
29344,98,4868,Payroll,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-09-03,5.0
29345,98,4900,Payroll,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2023-11-24,5.0
29346,98,4885,Leave Management,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2023-11-21,2.0
29347,98,4881,Performance Review,Bug,Suggestion: Make the review submission process more intuitive.,2023-08-06,5.0
29348,98,4869,Payroll,Bug,Leave management does not show accurate leave balance.,2023-11-20,3.0
29349,98,4900,Leave Management,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2024-05-09,3.0
29350,98,4865,Payroll,Bug,Suggestion: Add a feature to customize payroll notifications.,2023-09-09,3.0
29351,98,4865,Payroll,Bug,Suggestion: Allow bulk approval of leave requests.,2023-07-04,2.0
29352,98,4865,Leave Management,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2024-05-02,4.0
29353,98,4900,Performance Review,Bug,There is a glitch in the payroll calculation.,2023-09-05,5.0
29354,98,4858,Leave Management,Bug,Suggestion: Add notifications for upcoming review deadlines.,2024-02-04,2.0
29355,98,4891,Performance Review,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-10-27,2.0
29356,98,4874,Performance Review,Bug,Leave submission page takes too long to load.,2024-05-21,3.0
29357,98,4873,Performance Review,Bug,Unable to start a new performance review for an employee.,2024-02-05,2.0
29358,98,4881,Payroll,Bug,It would be great if we could have more filtering options in the performance review module.,2024-04-06,2.0
29359,98,4859,Payroll,Bug,Bug: Unable to appeal leave status change.,2023-12-27,3.0
29360,98,4889,Payroll,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-07-05,5.0
29361,98,4855,Leave Management,Bug,Leave management approval workflow is confusing.,2023-10-22,2.0
29362,98,4880,Performance Review,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-07-12,4.0
29363,98,4895,Leave Management,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2024-03-15,1.0
29364,98,4862,Leave Management,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2023-09-17,3.0
29365,98,4890,Leave Management,Bug,Suggestion: Include a dashboard for quick performance metrics.,2023-08-28,4.0
29366,98,4866,Performance Review,Bug,Bug: Unable to appeal leave status change.,2023-12-12,3.0
29367,98,4898,Leave Management,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-07-14,2.0
29368,98,4882,Payroll,Suggestion for improvement,Unable to start a new performance review for an employee.,2024-01-04,1.0
29369,98,4859,Leave Management,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2024-02-16,1.0
29370,98,4886,Performance Review,Bug,The system logs me out unexpectedly while working on performance reviews.,2024-01-14,4.0
29371,98,4870,Leave Management,Bug,Suggestion: Include an option to export payroll data as CSV.,2024-03-20,3.0
29372,98,4878,Leave Management,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2024-04-05,3.0
29373,98,4874,Payroll,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2023-12-19,3.0
29374,98,4867,Payroll,Suggestion for improvement,Unable to start a new performance review for an employee.,2024-02-13,3.0
29375,98,4883,Payroll,Suggestion for improvement,Leave management approval workflow is confusing.,2024-01-23,3.0
29376,98,4855,Payroll,Bug,Suggestion: Provide more detailed error messages.,2024-01-16,5.0
29377,98,4851,Leave Management,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2024-05-22,1.0
29378,98,4851,Payroll,Suggestion for improvement,The application crashes when I try to submit payroll.,2024-03-24,4.0
29379,98,4890,Performance Review,Bug,Leave management does not show accurate leave balance.,2023-11-02,2.0
29380,98,4893,Performance Review,Bug,The interface for submitting leave is not user-friendly.,2023-10-23,3.0
29381,98,4894,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2023-10-24,1.0
29382,98,4857,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2024-05-02,3.0
29383,98,4855,Performance Review,Bug,The interface for submitting leave is not user-friendly.,2023-12-10,4.0
29384,98,4884,Leave Management,Suggestion for improvement,Leave status appeal process needs improvement.,2024-02-10,3.0
29385,98,4862,Leave Management,Suggestion for improvement,Performance review module should allow adding attachments.,2024-03-05,3.0
29386,98,4852,Payroll,Bug,I encountered an issue while starting a new performance review.,2024-05-22,2.0
29387,98,4873,Performance Review,Bug,Suggestion: Include a dashboard for quick performance metrics.,2023-10-22,3.0
29388,98,4867,Performance Review,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-11-25,2.0
29389,98,4896,Leave Management,Bug,Performance review module should allow adding attachments.,2023-06-14,1.0
29390,98,4861,Payroll,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-06-29,4.0
29391,98,4874,Payroll,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-10-03,2.0
29392,98,4898,Performance Review,Bug,Leave status appeal process needs improvement.,2024-02-20,5.0
29393,98,4886,Payroll,Bug,Suggestion: Include a dashboard for quick performance metrics.,2024-03-12,3.0
29394,98,4882,Payroll,Bug,It would be great if we could have more filtering options in the performance review module.,2023-11-16,1.0
29395,98,4863,Leave Management,Suggestion for improvement,The performance review module is missing some key functionalities.,2024-01-09,3.0
29396,98,4862,Payroll,Bug,Performance review module should allow adding attachments.,2023-10-24,2.0
29397,98,4851,Leave Management,Suggestion for improvement,Bug: Unable to appeal leave status change.,2023-12-01,1.0
29398,98,4868,Performance Review,Bug,Suggestion: Add a feature to customize payroll notifications.,2023-10-29,2.0
29399,98,4880,Leave Management,Bug,Performance review module should allow adding attachments.,2023-10-08,4.0
29400,98,4898,Payroll,Bug,Suggestion: Include an option to export payroll data as CSV.,2023-12-19,1.0
29401,99,4933,Performance Review,Bug,Suggestion: Add notifications for upcoming review deadlines.,2023-06-23,1.0
29402,99,4903,Leave Management,Bug,Leave submission page takes too long to load.,2024-03-24,4.0
29403,99,4933,Performance Review,Suggestion for improvement,Bug: Unable to appeal leave status change.,2023-12-09,1.0
29404,99,4933,Payroll,Bug,The payroll module does not update employee details correctly.,2023-08-15,4.0
29405,99,4944,Payroll,Bug,I encountered an error while trying to edit payroll details.,2023-09-05,5.0
29406,99,4903,Payroll,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-09-28,3.0
29407,99,4911,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2024-01-03,3.0
29408,99,4925,Performance Review,Bug,The performance review module is missing some key functionalities.,2024-02-19,2.0
29409,99,4928,Performance Review,Bug,I encountered an issue while starting a new performance review.,2023-12-25,4.0
29410,99,4922,Leave Management,Suggestion for improvement,Bug: Error message displayed when submitting payroll.,2023-06-25,4.0
29411,99,4903,Performance Review,Bug,Suggestion: Include a dashboard for quick performance metrics.,2023-11-04,2.0
29412,99,4920,Payroll,Suggestion for improvement,The payroll module does not update employee details correctly.,2023-12-28,2.0
29413,99,4939,Leave Management,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2023-06-10,2.0
29414,99,4921,Payroll,Suggestion for improvement,I encountered an issue while starting a new performance review.,2023-09-12,2.0
29415,99,4901,Performance Review,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2024-01-25,2.0
29416,99,4948,Leave Management,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-11-24,2.0
29417,99,4927,Payroll,Suggestion for improvement,There is a bug in the leave management approval process.,2024-03-23,1.0
29418,99,4943,Leave Management,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2024-01-21,3.0
29419,99,4950,Performance Review,Bug,The interface for submitting leave is not user-friendly.,2024-02-26,1.0
29420,99,4906,Performance Review,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-07-19,3.0
29421,99,4912,Leave Management,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-09-22,2.0
29422,99,4947,Leave Management,Bug,Bug: Dates are not being saved correctly in the leave management module.,2024-04-02,3.0
29423,99,4944,Payroll,Suggestion for improvement,There is a bug in the leave management approval process.,2023-12-29,1.0
29424,99,4930,Leave Management,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-08-26,4.0
29425,99,4912,Payroll,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2024-05-06,3.0
29426,99,4915,Payroll,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-07-30,1.0
29427,99,4928,Payroll,Bug,Unable to start a new performance review for an employee.,2024-04-27,3.0
29428,99,4904,Payroll,Bug,Suggestion: Add notifications for upcoming review deadlines.,2024-04-08,3.0
29429,99,4950,Leave Management,Bug,I encountered an issue while starting a new performance review.,2024-05-16,3.0
29430,99,4929,Leave Management,Bug,Suggestion: Improve the load time for payroll reports.,2023-10-23,2.0
29431,99,4921,Leave Management,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2024-01-09,2.0
29432,99,4919,Performance Review,Suggestion for improvement,I encountered an error while trying to edit payroll details.,2023-11-14,3.0
29433,99,4936,Leave Management,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-07-13,1.0
29434,99,4920,Performance Review,Bug,Suggestion: Add a feature to customize payroll notifications.,2024-04-30,4.0
29435,99,4929,Performance Review,Suggestion for improvement,Leave management approval workflow is confusing.,2023-07-02,1.0
29436,99,4925,Performance Review,Bug,Performance review module should allow adding attachments.,2023-10-06,3.0
29437,99,4928,Payroll,Bug,The payroll module could use a better summary report feature.,2023-06-08,2.0
29438,99,4940,Leave Management,Bug,The interface for submitting leave is not user-friendly.,2023-07-03,3.0
29439,99,4927,Payroll,Bug,There is a glitch in the payroll calculation.,2024-03-10,1.0
29440,99,4920,Payroll,Suggestion for improvement,I encountered an error while trying to edit payroll details.,2024-05-14,1.0
29441,99,4930,Leave Management,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-08-11,3.0
29442,99,4917,Payroll,Bug,Leave management does not show accurate leave balance.,2024-04-24,3.0
29443,99,4923,Leave Management,Bug,I encountered an issue while starting a new performance review.,2024-01-01,2.0
29444,99,4924,Performance Review,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-11-27,1.0
29445,99,4905,Performance Review,Bug,Suggestion: Improve the load time for payroll reports.,2023-11-16,5.0
29446,99,4905,Payroll,Suggestion for improvement,Performance review module should allow adding attachments.,2023-11-08,1.0
29447,99,4940,Payroll,Bug,Bug: Unable to appeal leave status change.,2023-09-12,3.0
29448,99,4908,Leave Management,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2023-11-30,1.0
29449,99,4924,Leave Management,Bug,The payroll module does not update employee details correctly.,2023-09-11,5.0
29450,99,4918,Leave Management,Bug,It would be great if we could have more filtering options in the performance review module.,2024-03-12,1.0
29451,99,4933,Leave Management,Bug,Suggestion: Include an option to export payroll data as CSV.,2023-06-04,1.0
29452,99,4911,Payroll,Bug,It would be great if we could have more filtering options in the performance review module.,2023-08-12,3.0
29453,99,4906,Performance Review,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-08-06,2.0
29454,99,4901,Leave Management,Suggestion for improvement,Performance review module should allow adding attachments.,2023-06-24,4.0
29455,99,4917,Performance Review,Suggestion for improvement,Leave submission page takes too long to load.,2024-04-20,2.0
29456,99,4910,Payroll,Bug,Bug: Unable to appeal leave status change.,2024-01-05,3.0
29457,99,4912,Payroll,Suggestion for improvement,The payroll module does not update employee details correctly.,2024-02-10,5.0
29458,99,4934,Leave Management,Bug,I encountered an issue while starting a new performance review.,2024-01-02,3.0
29459,99,4942,Payroll,Suggestion for improvement,The payroll module does not update employee details correctly.,2023-12-26,3.0
29460,99,4912,Payroll,Bug,The system logs me out unexpectedly while working on performance reviews.,2023-06-08,2.0
29461,99,4929,Performance Review,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-07-26,3.0
29462,99,4931,Performance Review,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-10-12,3.0
29463,99,4925,Payroll,Bug,The interface for submitting leave is not user-friendly.,2023-10-27,3.0
29464,99,4945,Payroll,Bug,Bug: Unable to appeal leave status change.,2023-06-27,1.0
29465,99,4913,Performance Review,Suggestion for improvement,Leave status appeal process needs improvement.,2024-03-15,3.0
29466,99,4936,Performance Review,Suggestion for improvement,Performance review module should allow adding attachments.,2023-07-22,3.0
29467,99,4944,Performance Review,Bug,Leave management approval workflow is confusing.,2023-07-23,1.0
29468,99,4914,Performance Review,Bug,Bug: Error message displayed when submitting payroll.,2024-03-15,4.0
29469,99,4910,Performance Review,Bug,The system logs me out unexpectedly while working on performance reviews.,2023-08-26,4.0
29470,99,4918,Leave Management,Bug,Suggestion: Include an option to export payroll data as CSV.,2023-07-22,3.0
29471,99,4923,Performance Review,Bug,Leave management approval workflow is confusing.,2023-06-15,4.0
29472,99,4916,Leave Management,Bug,Bug: Unable to appeal leave status change.,2024-04-06,5.0
29473,99,4928,Performance Review,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2024-04-13,2.0
29474,99,4949,Performance Review,Bug,I encountered an issue while starting a new performance review.,2024-05-07,3.0
29475,99,4902,Payroll,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-10-20,4.0
29476,99,4931,Performance Review,Bug,Suggestion: Include a dashboard for quick performance metrics.,2023-08-09,5.0
29477,99,4909,Payroll,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2023-11-02,2.0
29478,99,4910,Payroll,Bug,Leave status appeal process needs improvement.,2023-12-23,3.0
29479,99,4909,Payroll,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-08-07,2.0
29480,99,4904,Leave Management,Bug,Unable to start a new performance review for an employee.,2023-09-04,4.0
29481,99,4905,Payroll,Suggestion for improvement,There is a bug in the leave management approval process.,2024-04-04,5.0
29482,99,4922,Payroll,Suggestion for improvement,Performance review module should allow adding attachments.,2023-08-29,5.0
29483,99,4922,Performance Review,Suggestion for improvement,There is a glitch in the payroll calculation.,2024-05-19,3.0
29484,99,4923,Leave Management,Bug,It would be great if we could have more filtering options in the performance review module.,2024-04-14,1.0
29485,99,4948,Leave Management,Suggestion for improvement,The payroll module could use a better summary report feature.,2024-01-02,3.0
29486,99,4905,Leave Management,Bug,It would be great if we could have more filtering options in the performance review module.,2023-08-10,3.0
29487,99,4947,Payroll,Bug,Performance review module should allow adding attachments.,2023-07-01,1.0
29488,99,4943,Leave Management,Bug,The application crashes when I try to submit payroll.,2023-11-09,5.0
29489,99,4947,Performance Review,Bug,Bug: Unable to appeal leave status change.,2023-07-01,4.0
29490,99,4949,Leave Management,Bug,Leave management does not show accurate leave balance.,2023-06-08,2.0
29491,99,4938,Payroll,Bug,Leave submission page takes too long to load.,2023-09-19,2.0
29492,99,4934,Leave Management,Bug,Bug: Unable to appeal leave status change.,2024-03-27,1.0
29493,99,4934,Payroll,Bug,Leave management approval workflow is confusing.,2024-01-04,4.0
29494,99,4950,Leave Management,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2023-10-21,3.0
29495,99,4939,Performance Review,Suggestion for improvement,Bug: Error message displayed when submitting payroll.,2024-04-14,3.0
29496,99,4907,Performance Review,Bug,The interface for submitting leave is not user-friendly.,2023-08-13,5.0
29497,99,4911,Performance Review,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-09-29,4.0
29498,99,4923,Performance Review,Bug,I encountered an issue while starting a new performance review.,2024-01-09,1.0
29499,99,4912,Performance Review,Bug,Bug: Unable to appeal leave status change.,2023-11-19,2.0
29500,99,4939,Payroll,Bug,Suggestion: Include a dashboard for quick performance metrics.,2023-07-25,3.0
29501,99,4914,Payroll,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2023-12-09,3.0
29502,99,4915,Payroll,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2023-12-01,4.0
29503,99,4934,Performance Review,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2024-05-11,3.0
29504,99,4920,Payroll,Bug,The payroll module does not update employee details correctly.,2023-08-12,1.0
29505,99,4926,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2023-09-20,3.0
29506,99,4920,Performance Review,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2024-03-18,3.0
29507,99,4901,Payroll,Bug,Suggestion: Improve the search functionality in performance reviews.,2023-11-30,3.0
29508,99,4923,Leave Management,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-10-04,3.0
29509,99,4944,Payroll,Bug,The application crashes when I try to submit payroll.,2023-08-16,2.0
29510,99,4902,Leave Management,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2023-06-02,3.0
29511,99,4903,Payroll,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-11-28,3.0
29512,99,4926,Payroll,Bug,The payroll module could use a better summary report feature.,2023-10-05,4.0
29513,99,4922,Payroll,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-09-25,1.0
29514,99,4927,Payroll,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2024-01-16,3.0
29515,99,4914,Payroll,Suggestion for improvement,Leave submission page takes too long to load.,2024-01-11,3.0
29516,99,4945,Performance Review,Bug,Suggestion: Include a dashboard for quick performance metrics.,2023-09-18,3.0
29517,99,4903,Leave Management,Bug,Suggestion: Improve the load time for payroll reports.,2023-07-02,5.0
29518,99,4913,Leave Management,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-07-02,3.0
29519,99,4934,Leave Management,Bug,Suggestion: Include an option to export payroll data as CSV.,2024-01-07,5.0
29520,99,4902,Leave Management,Suggestion for improvement,There is a bug in the leave management approval process.,2023-06-04,3.0
29521,99,4919,Leave Management,Bug,Suggestion: Provide more detailed error messages.,2023-09-06,5.0
29522,99,4920,Performance Review,Bug,Leave management does not show accurate leave balance.,2023-07-17,2.0
29523,99,4908,Performance Review,Bug,Performance review module should allow adding attachments.,2024-03-15,3.0
29524,99,4910,Payroll,Bug,Suggestion: Improve the load time for payroll reports.,2024-03-14,3.0
29525,99,4936,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2024-02-19,1.0
29526,99,4917,Payroll,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2024-03-16,2.0
29527,99,4943,Payroll,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-07-19,3.0
29528,99,4939,Leave Management,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2024-01-12,1.0
29529,99,4926,Payroll,Bug,Leave status appeal process needs improvement.,2024-04-09,4.0
29530,99,4932,Leave Management,Suggestion for improvement,The payroll module does not update employee details correctly.,2023-10-25,3.0
29531,99,4947,Leave Management,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2024-05-03,3.0
29532,99,4901,Leave Management,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2024-01-17,3.0
29533,99,4905,Payroll,Bug,The performance review module is missing some key functionalities.,2023-06-10,2.0
29534,99,4901,Payroll,Suggestion for improvement,Bug: Unable to appeal leave status change.,2023-11-21,3.0
29535,99,4906,Performance Review,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-09-23,3.0
29536,99,4948,Payroll,Bug,The interface for submitting leave is not user-friendly.,2023-09-15,2.0
29537,99,4934,Payroll,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-12-26,2.0
29538,99,4910,Leave Management,Bug,Suggestion: Add notifications for upcoming review deadlines.,2024-01-23,2.0
29539,99,4923,Payroll,Bug,Unable to start a new performance review for an employee.,2023-10-13,2.0
29540,99,4901,Performance Review,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-09-04,3.0
29541,99,4909,Performance Review,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-10-29,4.0
29542,99,4923,Payroll,Suggestion for improvement,Leave management approval workflow is confusing.,2023-10-24,2.0
29543,99,4927,Leave Management,Bug,The application crashes when I try to submit payroll.,2024-04-06,2.0
29544,99,4939,Leave Management,Bug,Leave management approval workflow is confusing.,2023-06-08,4.0
29545,99,4906,Performance Review,Bug,The system logs me out unexpectedly while working on performance reviews.,2023-09-25,2.0
29546,99,4928,Performance Review,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-08-14,3.0
29547,99,4903,Payroll,Bug,Leave management approval workflow is confusing.,2023-09-30,3.0
29548,99,4925,Performance Review,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-10-31,4.0
29549,99,4907,Leave Management,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2024-05-06,3.0
29550,99,4918,Leave Management,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2024-05-09,5.0
29551,99,4941,Performance Review,Bug,Leave management approval workflow is confusing.,2023-06-19,3.0
29552,99,4921,Performance Review,Bug,The payroll module does not update employee details correctly.,2024-03-10,3.0
29553,99,4944,Performance Review,Suggestion for improvement,There is a glitch in the payroll calculation.,2024-02-05,4.0
29554,99,4908,Payroll,Bug,Suggestion: Provide more detailed error messages.,2023-12-24,3.0
29555,99,4913,Leave Management,Suggestion for improvement,Bug: Unable to appeal leave status change.,2024-04-16,4.0
29556,99,4938,Leave Management,Bug,The payroll module does not update employee details correctly.,2023-09-28,5.0
29557,99,4914,Performance Review,Bug,Suggestion: Improve the load time for payroll reports.,2024-02-23,1.0
29558,99,4921,Payroll,Suggestion for improvement,The payroll module could use a better summary report feature.,2024-01-11,3.0
29559,99,4925,Performance Review,Bug,Suggestion: Include an option to export payroll data as CSV.,2024-02-17,4.0
29560,99,4944,Payroll,Bug,Suggestion: Improve the load time for payroll reports.,2023-08-30,5.0
29561,99,4921,Payroll,Suggestion for improvement,I encountered an error while trying to edit payroll details.,2024-05-19,3.0
29562,99,4902,Payroll,Bug,Performance review module should allow adding attachments.,2024-02-07,2.0
29563,99,4923,Performance Review,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2023-10-14,5.0
29564,99,4929,Performance Review,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-09-26,3.0
29565,99,4922,Payroll,Bug,There is a bug in the leave management approval process.,2024-05-01,1.0
29566,99,4904,Leave Management,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-12-26,2.0
29567,99,4905,Leave Management,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2024-04-01,2.0
29568,99,4935,Leave Management,Bug,Suggestion: Add a feature to customize payroll notifications.,2023-06-16,4.0
29569,99,4904,Payroll,Bug,Bug: Error message displayed when submitting payroll.,2024-01-12,5.0
29570,99,4950,Leave Management,Bug,The performance review module is missing some key functionalities.,2023-11-01,3.0
29571,99,4944,Performance Review,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2024-04-07,2.0
29572,99,4914,Performance Review,Bug,I encountered an issue while starting a new performance review.,2023-10-02,3.0
29573,99,4910,Performance Review,Bug,The payroll module could use a better summary report feature.,2024-04-10,2.0
29574,99,4932,Performance Review,Bug,The interface for submitting leave is not user-friendly.,2023-06-25,2.0
29575,99,4931,Leave Management,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2024-01-17,3.0
29576,99,4936,Payroll,Bug,Suggestion: Provide more detailed error messages.,2023-09-18,3.0
29577,99,4929,Leave Management,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2024-04-08,3.0
29578,99,4916,Leave Management,Suggestion for improvement,I encountered an error while trying to edit payroll details.,2023-09-28,3.0
29579,99,4941,Leave Management,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2023-06-24,3.0
29580,99,4936,Leave Management,Suggestion for improvement,The payroll module does not update employee details correctly.,2024-05-08,5.0
29581,99,4903,Performance Review,Bug,The payroll module could use a better summary report feature.,2023-09-22,3.0
29582,99,4918,Payroll,Suggestion for improvement,Unable to start a new performance review for an employee.,2024-03-04,3.0
29583,99,4907,Leave Management,Bug,Suggestion: Include an option to export payroll data as CSV.,2024-04-28,3.0
29584,99,4903,Leave Management,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-12-22,4.0
29585,99,4915,Leave Management,Bug,Suggestion: Improve the search functionality in performance reviews.,2023-09-29,4.0
29586,99,4917,Performance Review,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2023-07-19,3.0
29587,99,4904,Performance Review,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2024-02-07,3.0
29588,99,4937,Leave Management,Bug,Unable to start a new performance review for an employee.,2024-04-17,3.0
29589,99,4919,Leave Management,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2023-07-01,3.0
29590,99,4912,Leave Management,Suggestion for improvement,Leave management does not show accurate leave balance.,2024-04-12,4.0
29591,99,4949,Payroll,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2024-03-22,3.0
29592,99,4933,Performance Review,Suggestion for improvement,Leave management approval workflow is confusing.,2024-01-23,5.0
29593,99,4918,Leave Management,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-09-21,4.0
29594,99,4920,Payroll,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-10-04,3.0
29595,99,4948,Leave Management,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-12-22,4.0
29596,99,4906,Performance Review,Bug,I found a bug when trying to delete a leave submission.,2024-01-07,3.0
29597,99,4950,Leave Management,Bug,Suggestion: Provide more detailed error messages.,2023-09-25,2.0
